question_id	source_material	image_reference	generated_text	generated_answers_json	generated_eval_difficulty	generated_eval_pedagogy	generated_eval_clarity	generated_eval_distractors	generated_eval_comments	generated_eval_guessed_correctly	reviewed_text	reviewed_answers_json	reviewed_eval_difficulty	reviewed_eval_pedagogy	reviewed_eval_clarity	reviewed_eval_distractors	reviewed_eval_comments	reviewed_eval_guessed_correctly	final_text	final_answers_json	changes_gen_rev_status	changes_gen_rev_lev_question	changes_gen_rev_lev_answers	changes_gen_rev_rel_lev_question	changes_gen_rev_rel_lev_answers	changes_rev_man_status	changes_rev_man_lev_question	changes_rev_man_lev_answers	changes_rev_man_rel_lev_question	changes_rev_man_rel_lev_answers
GP_Tema3_71706017	GP_Tema3.pptx		Quina és l'estructura organitzativa habitual en empreses desenvolupadores de producte segons el tema 3?	"{""correct"": ""Organització matricial"", ""distractors"": [""Organització jeràrquica funcional exclusiva"", ""Organització orientada a projecte"", ""Organització lineal de producció""], ""explanation"": ""Segons la diapositiva 4, l'estructura habitual en empreses desenvolupadores de producte és l'organització matricial, a diferència dels projectes d'infraestructura que requereixen una orientada a projecte.""}"	0.5	0.8	0.9	0.7	The question effectively assesses knowledge of organizational structures in product development, with plausible distractors, although its difficulty hinges on specific course content.		Quina és l'estructura organitzativa habitual en empreses desenvolupadores de producte segons les temàtiques revisades?	"{""correct"": ""Organització matricial"", ""distractors"": [""Organització jeràrquica funcional predominantment"", ""Organització exclusivament orientada a projecte"", ""Organització lineal simple de producció""], ""explanation"": """"}"	0.5	0.8	0.9	0.7	The question effectively assesses knowledge of common organizational structures in product development, with clear options and reasonably plausible distractors for those unfamiliar with the specific industry context.	True			modified	18	34	0.1748	0.2556	removed	0	0	0.0000	0.0000
GP_Tema3_08395391	GP_Tema3.pptx		En la gestió d'un projecte d'infraestructura de telecomunicació, quina és la funció dels rectificadors de corrent continu?	"{""correct"": ""Alimentar els equips de commutació i transmissió, així com recarregar les bateries"", ""distractors"": [""Passar de l'alta tensió (20 kV) a la baixa tensió (380 V) per al subministrament general"", ""Garantir la climatització de la sala on s'instal·len els equips digitals"", ""Connectar els usuaris amb la xarxa provincial mitjançant microones""], ""explanation"": ""La diapositiva 7 especifica que els rectificadors serveixen per alimentar equips i recarregar bateries, ja que necessiten corrent continu.""}"	0.5	0.8	0.9	0.7	The question is clear and assesses a specific technical function, with plausible distractors that relate to network infrastructure but are not rectifiers' primary roles.	True	En la gestió d'un projecte d'infraestructura de telecomunicació, quina és la funció principal dels rectificadors de corrent continu?	"{""correct"": ""Alimentar els equips de commutació i transmissió, així com recarregar les bateries de suport"", ""distractors"": [""Transformar l'alta tensió a baixa tensió per al subministrament elèctric dels edificis"", ""Assegurar una temperatura òptima a la sala per al correcte funcionament dels equips digitals"", ""Establir la connectivitat dels usuaris amb la xarxa troncal mitjançant enllaços sense fils""], ""explanation"": """"}"	0.5	0.8	0.9	0.7	The question effectively assesses knowledge of rectifiers in telecom infrastructure, with clear phrasing and plausible distractors that represent other network functions.	True			modified	10	146	0.0820	0.4695	removed	0	0	0.0000	0.0000
GP_Tema3_56664395	GP_Tema3.pptx		Dins de l'execució d'un projecte intern (diapositiva 8), quin pas segueix immediatament a la realització de 'Prototips'?	"{""correct"": ""Proves de subsistemes"", ""distractors"": [""Proves d'integració"", ""Disseny del producte o sistema"", ""Documentació per a prototips""], ""explanation"": ""L'ordre de la diapositiva 8 és: 4. Prototips -> 5. Proves de subsistemes -> 6. Proves d'integració.""}"	0.5	0.7	0.9	0.7	The question effectively assesses knowledge of project execution steps, with plausible distractors, though its difficulty is moderate depending on familiarity with the specific slide content.	True	Dins de l'execució d'un projecte intern (referenciat a la diapositiva 8), quin pas segueix immediatament a la realització de 'Prototips'?	"{""correct"": ""Proves de subsistemes"", ""distractors"": [""Proves d'integració"", ""Disseny del producte o sistema"", ""Documentació per a prototips""], ""explanation"": """"}"	0.5	0.7	0.9	0.7	The question is clear and assesses knowledge of project execution steps, with plausible distractors, though its difficulty is moderate as it refers to a specific slide.				modified	17	0	0.1417	0.0000	removed	0	0	0.0000	0.0000
GP_Tema3_15044251	GP_Tema3.pptx		Quin document s'utilitza per definir qui ha de realitzar cadascuna de les tasques del projecte?	"{""correct"": ""Matriu de responsabilitats"", ""distractors"": [""Descripció de l'activitat"", ""Proposta de modificació"", ""Ordre de treball""], ""explanation"": ""La diapositiva 10 presenta la Matriu de responsabilitats com el document per assignar tasques als responsables.""}"	0.5	0.8	0.9	0.6	The question effectively assesses knowledge of project management documentation, but some distractors like 'Descripció de l'activitat' are less plausible than others.	True	Quin document s'utilitza per definir qui ha de realitzar cadascuna de les tasques del projecte	"{""correct"": ""Matriu de responsabilitats"", ""distractors"": [""Descripció de l'activitat"", ""Proposta de modificació"", ""Ordre de treball""], ""explanation"": """"}"	0.5	0.8	0.9	0.7	The question effectively assesses knowledge of project management documentation related to responsibility assignment, with plausible distractors, though some could be slightly more misleading.	True	Quin document s'utilitza per definir qui ha de realitzar cadascuna de les tasques del projecte	"{""correct"": ""Matriu de responsabilitats"", ""distractors"": [""Ordre de treball"", ""Proposta de modificació"", ""Descripció de l'activitat""], ""explanation"": """"}"	modified	1	0	0.0105	0.0000	unchanged	0	0	0.0000	0.0000
GP_Tema3_38641585	GP_Tema3.pptx		Quina diferència principal s'estableix entre la 'Validació' i la 'Qualificació' d'un projecte?	"{""correct"": ""La validació és de cara a l'empresa i la qualificació és de cara al client"", ""distractors"": [""La validació la realitza un laboratori extern i la qualificació l'empresa"", ""La validació és per al marcat CE i la qualificació per al disseny tècnic"", ""La validació només inclou tests de programari i la qualificació de maquinari""], ""explanation"": ""La diapositiva 16 distingeix: La validació (de cara a l'empresa) i La qualificació (de cara al client).""}"	0.5	0.8	0.9	0.6	The question effectively assesses a key distinction, though some distractors could be slightly more plausible to increase difficulty.	True	Quina diferència principal s'estableix entre la 'Validació' i la 'Qualificació' d'un projecte	"{""correct"": ""La validació s'orienta a l'empresa interna, mentre que la qualificació s'enfoca al client"", ""distractors"": [""La validació és responsabilitat d'un laboratori extern, i la qualificació ho és de l'empresa"", ""La validació és necessària per al marcat CE, i la qualificació per al disseny tècnic general"", ""La validació comprèn exclusivament proves de programari, mentre que la qualificació és de maquinari""], ""explanation"": """"}"	0.6	0.8	0.9	0.7	The question effectively assesses understanding of key project management terminology, with clear options and plausible distractors, making it moderately difficult for a university student.	True	Quina diferència principal s'estableix entre la 'Validació' i la 'Qualificació' d'un projecte	"{""correct"": ""La validació s'orienta a l'empresa interna, mentre que la qualificació s'enfoca al client"", ""distractors"": [""La validació comprèn exclusivament proves de programari, mentre que la qualificació és de maquinari"", ""La validació és necessària per al marcat CE, i la qualificació per al disseny tècnic general"", ""La validació és responsabilitat d'un laboratori extern, i la qualificació ho és de l'empresa""], ""explanation"": """"}"	modified	1	110	0.0106	0.3691	unchanged	0	0	0.0000	0.0000
GP_Tema3_17976346	GP_Tema3.pptx		En les fases de validació, què caracteritza els 'Tests de certificació'?	"{""correct"": ""Consisteixen en la certificació per un laboratori oficial del compliment dels estàndards per al marcat CE"", ""distractors"": [""Verifiquen que el sistema compleix totes les especificacions en totes les condicions de funcionament"", ""Són proves no contemplades en les especificacions amb la perspectiva de l'usuari final"", ""Es realitzen en les instal·lacions pròpies abans d'anar al laboratori oficial""], ""explanation"": ""Segons la diapositiva 17, els tests de certificació els realitza un laboratori oficial per al marcat CE.""}"	0.5	0.8	0.9	0.7	The question is clear, assesses a specific concept well, and while the distractors are somewhat plausible, the correct answer stands out with a key detail.	True	En les fases de validació, què caracteritza els 'Tests de certificació'?	"{""correct"": ""Consisteixen en la certificació per un laboratori oficial del compliment dels estàndards per al marcat CE"", ""distractors"": [""Verifiquen que el sistema compleix totes les especificacions en totes les condicions de funcionament"", ""Són proves no contemplades en les especificacions amb la perspectiva de l'usuari final"", ""Es realitzen en les instal·lacions pròpies abans d'anar al laboratori oficial""], ""explanation"": """"}"	0.6	0.8	0.9	0.7	The question effectively assesses understanding of certification tests, with clear options and plausible distractors, though identifying the precise definition might require specific knowledge.	True	En les fases de validació, què caracteritza els 'Tests de certificació'?	"{""correct"": ""Consisteixen en la certificació per un laboratori oficial del compliment dels estàndards per al marcat CE"", ""distractors"": [""Es realitzen en les instal·lacions pròpies abans d'anar al laboratori oficial"", ""Són proves no contemplades en les especificacions amb la perspectiva de l'usuari final"", ""Verifiquen que el sistema compleix totes les especificacions en totes les condicions de funcionament""], ""explanation"": """"}"	unchanged	0	0	0.0000	0.0000	unchanged	0	0	0.0000	0.0000
GP_Tema3_16651419	GP_Tema3.pptx		Com es defineix l'Homologació en el context de la qualificació d'un projecte?	"{""correct"": ""Comprovació del compliment de la normativa aplicable al país on es ven, realitzada per una agència oficial"", ""distractors"": [""Comprovació del compliment d'una norma per part d'una entitat no oficial"", ""Examen extern realitzat per una empresa privada per comprovar que es compleix la normativa"", ""Testimoni del fabricant que el producte compleix els requisits mínims legals""], ""explanation"": ""La diapositiva 18 defineix Homologació com el compliment de normativa de país verificado per agència oficial.""}"	0.5	0.8	0.9	0.7	The question effectively assesses a key definition, with clear options and plausible distractors that differentiate based on nuances of official verification.	True	Com es defineix l'Homologació en el context de la qualificació d'un projecte?	"{""correct"": ""Comprovació del compliment de la normativa aplicable al país on es ven, realitzada per una agència oficial"", ""distractors"": [""Comprovació del compliment d'una norma específica per part d'una entitat no oficial"", ""Examen extern portat a terme per una empresa privada per confirmar el compliment normatiu"", ""Declaració del fabricant que el producte satisfà els requisits legals mínims corresponents""], ""explanation"": """"}"	0.6	0.8	0.9	0.7	This question effectively assesses the precise definition of 'Homologació' with clear options and plausible distractors that represent common misunderstandings or related concepts.	True	Com es defineix l'Homologació en el context de la qualificació d'un projecte?	"{""correct"": ""Comprovació del compliment de la normativa aplicable al país on es ven, realitzada per una agència oficial"", ""distractors"": [""Declaració del fabricant que el producte satisfà els requisits legals mínims corresponents"", ""Examen extern portat a terme per una empresa privada per confirmar el compliment normatiu"", ""Comprovació del compliment d'una norma específica per part d'una entitat no oficial""], ""explanation"": """"}"	modified	0	73	0.0000	0.2104	unchanged	0	0	0.0000	0.0000
GP_Tema3_76722040	GP_Tema3.pptx		Què estableix la resolució de 'Nou Enfocament' (1985) respecte a les Directives Comunitàries?	"{""correct"": ""Les Directives no han d'harmonitzar més que els requisits essencials de seguretat i salut"", ""distractors"": [""Les Directives han de detallar totes les especificacions tècniques dels productes"", ""Els organismes de normalització europeus han de redactar les lleis dels estats membres"", ""Les Directives substitueixen completament els estàndards tècnics nacionals""], ""explanation"": ""La diapositiva 21 explica que el Nou Enfocament limita les directives als requisits essencials.""}"	0.6	0.8	0.9	0.7	The question effectively assesses understanding of a key regulatory concept, with clear options and plausible distractors, making it moderately difficult for a university student.	True	Què estableix la resolució de 'Nou Enfocament' (1985) respecte a les Directives Comunitàries?	"{""correct"": ""Les Directives únicament han d'harmonitzar els requisits essencials de seguretat i salut"", ""distractors"": [""Les Directives han de detallar totes les especificacions tècniques dels productes"", ""Els organismes europeus de normalització redacten les lleis dels estats membres"", ""Les Directives substitueixen tots els estàndards tècnics nacionals""], ""explanation"": """"}"	0.5	0.8	0.9	0.7	The question effectively assesses understanding of a key concept in European regulatory policy, with clear options and reasonably plausible distractors.	True	Què estableix la resolució de 'Nou Enfocament' (1985) respecte a les Directives Comunitàries?	"{""correct"": ""Les Directives únicament han d'harmonitzar els requisits essencials de seguretat i salut"", ""distractors"": [""Les Directives substitueixen tots els estàndards tècnics nacionals"", ""Els organismes europeus de normalització redacten les lleis dels estats membres"", ""Les Directives han de detallar totes les especificacions tècniques dels productes""], ""explanation"": """"}"	modified	0	53	0.0000	0.1592	unchanged	0	0	0.0000	0.0000
GP_Tema3_39830767	GP_Tema3.pptx		Quin és l'àmbit d'aplicació de la Directiva de Baixa Tensió (2014/35/UE)?	"{""correct"": ""Material elèctric destinat a utilitzar-se entre 50 i 1000 VAC o entre 75 i 1500 VDC"", ""distractors"": [""Equips susceptibles de ser interferits electromagnèticament"", ""Condicions de protecció del domini públic radioelèctric"", ""Tot equip electrònic alimentat amb bateries de qualsevol voltatge""], ""explanation"": ""La diapositiva 22 defineix els rangs de tensió per a la directiva de Baixa Tensió.""}"	0.5	0.8	0.9	0.7	The question effectively assesses a specific legal technical definition, with clear options and plausible distractors related to other regulations, making it moderately difficult and pedagogically valuable.	True	Quin és l'àmbit d'aplicació de la Directiva de Baixa Tensió (2014/35/UE)?	"{""correct"": ""Material elèctric dissenyat per a tensions entre 50 i 1000 VAC o entre 75 i 1500 VDC"", ""distractors"": [""Equips que poden ser afectats per emissions electromagnètiques"", ""Aspectes relacionats amb la regulació de l'espectre radioelèctric"", ""Qualsevol dispositiu electrònic que funcioni amb bateries""], ""explanation"": """"}"	0.5	0.8	0.9	0.7	This question effectively assesses knowledge about the specific scope of the Low Voltage Directive, with plausible distractors relating to other directives or general electrical concepts, though the difficulty is moderate as this is a core concept.	True	Quin és l'àmbit d'aplicació de la Directiva de Baixa Tensió (2014/35/UE)?	"{""correct"": ""Material elèctric dissenyat per a tensions entre 50 i 1000 VAC o entre 75 i 1500 VDC"", ""distractors"": [""Qualsevol dispositiu electrònic que funcioni amb bateries"", ""Aspectes relacionats amb la regulació de l'espectre radioelèctric"", ""Equips que poden ser afectats per emissions electromagnètiques""], ""explanation"": """"}"	modified	0	137	0.0000	0.5170	unchanged	0	0	0.0000	0.0000
GP_Tema3_45609428	GP_Tema3.pptx		Quan s'apliquen els 'Estàndards Genèrics' segons el CENELEC?	"{""correct"": ""Quan no s'han desenvolupat estàndards específics per a un producte o família de productes"", ""distractors"": [""Quan el producte requereix proves destructives exclusivament"", ""Sempre que existeixi un estàndard de producte, el genèric pren precedència"", ""Únicament per avaluar la documentació administrativa del projecte""], ""explanation"": ""La diapositiva 23 indica que els genèrics omplen el buit legal quan no hi ha estàndards específics.""}"	0.5	0.8	0.9	0.7	The question effectively assesses understanding of when generic standards apply, with clear options and plausible distractors that test specific misunderstandings.	True	Quan s'apliquen els 'Estàndards Genèrics' segons el CENELEC?	"{""correct"": ""Quan no s'han desenvolupat estàndards específics per a un producte o família de productes"", ""distractors"": [""Quan el producte requereix proves de seguretat completes i complexes"", ""Sempre que es vulgui reduir els costos de certificació d'un nou producte"", ""Únicament per avaluar la compatibilitat electromagnètica de sistemes complexos""], ""explanation"": """"}"	0.5	0.8	0.9	0.7	The question effectively assesses knowledge of a specific regulatory application, with clear options and reasonably plausible distractors for those unfamiliar with CENELEC's hierarchy of standards.	True	Quan s'apliquen els 'Estàndards Genèrics' segons el CENELEC?	"{""correct"": ""Quan no s'han desenvolupat estàndards específics per a un producte o família de productes"", ""distractors"": [""Únicament per avaluar la compatibilitat electromagnètica de sistemes complexos"", ""Sempre que es vulgui reduir els costos de certificació d'un nou producte"", ""Quan el producte requereix proves de seguretat completes i complexes""], ""explanation"": """"}"	modified	0	113	0.0000	0.3883	unchanged	0	0	0.0000	0.0000
